"Date","Price","Open","High","Low","Change %"
"Nov 00","0.6114","0.5857","0.6148","0.5838","4.35%"
"Oct 00","0.5859","0.5991","0.6034","0.5732","-2.14%"
"Sep 00","0.5987","0.6136","0.6180","0.5931","-2.44%"
"Aug 00","0.6137","0.6175","0.6202","0.5961","-0.65%"
"Jul 00","0.6177","0.6274","0.6364","0.6125","-1.62%"
"Jun 00","0.6279","0.6241","0.6420","0.6179","0.51%"
"May 00","0.6247","0.5871","0.6287","0.5678","6.30%"
"Apr 00","0.5877","0.6009","0.6109","0.5744","-2.21%"
"Mar 00","0.6010","0.6105","0.6212","0.5951","-1.62%"
"Feb 00","0.6109","0.6000","0.6267","0.5894","1.82%"
"Jan 00","0.6000","0.6224","0.6332","0.5981","-3.63%"
"Dec 99","0.6226","0.6312","0.6339","0.6192","-1.35%"
"Nov 99","0.6311","0.6415","0.6446","0.6265","-1.68%"
"Oct 99","0.6419","0.6480","0.6539","0.6368","-1.02%"
"Sep 99","0.6485","0.6586","0.6658","0.6312","-1.55%"
"Aug 99","0.6587","0.6600","0.6693","0.6496","-0.24%"
"Jul 99","0.6603","0.6565","0.6744","0.6466","0.58%"
"Jun 99","0.6565","0.6502","0.6597","0.6377","0.97%"
"May 99","0.6502","0.6575","0.6657","0.6477","-0.99%"
"Apr 99","0.6567","0.6684","0.6821","0.6541","-1.78%"
"Mar 99","0.6686","0.6874","0.6895","0.6599","-2.82%"
"Feb 99","0.6880","0.6913","0.6993","0.6765","-0.38%"
"Jan 99","0.6906","0.7081","0.7180","0.6888","-2.55%"
"Dec 98","0.7087","0.7037","0.7124","0.6949","0.68%"
"Nov 98","0.7039","0.7067","0.7157","0.6924","-0.82%"
"Oct 98","0.7097","0.6934","0.7266","0.6926","2.19%"
"Sep 98","0.6945","0.6716","0.6984","0.6668","3.39%"
"Aug 98","0.6717","0.6783","0.6836","0.6605","-1.08%"
"Jul 98","0.6790","0.6584","0.6798","0.6535","3.41%"
"Jun 98","0.6566","0.6747","0.6832","0.6541","-2.93%"
"May 98","0.6764","0.6592","0.6875","0.6582","2.56%"
"Apr 98","0.6595","0.6432","0.6651","0.6395","2.47%"
"Mar 98","0.6436","0.6615","0.6641","0.6383","-2.76%"
"Feb 98","0.6619","0.6600","0.6720","0.6573","0.21%"
"Jan 98","0.6605","0.6667","0.6763","0.6541","-0.99%"
"Dec 97","0.6671","0.6634","0.6837","0.6598","0.33%"
"Nov 97","0.6649","0.6792","0.6882","0.6640","-2.65%"
"Oct 97","0.6830","0.6871","0.6960","0.6666","-0.61%"
"Sep 97","0.6872","0.6717","0.6969","0.6699","2.37%"
"Aug 97","0.6713","0.6537","0.6810","0.6433","2.61%"
"Jul 97","0.6542","0.6759","0.6817","0.6409","-3.30%"
"Jun 97","0.6765","0.6947","0.6992","0.6743","-2.70%"
"May 97","0.6953","0.6928","0.7139","0.6874","0.32%"
"Apr 97","0.6931","0.7116","0.7126","0.6908","-2.59%"
"Mar 97","0.7115","0.7048","0.7279","0.7004","1.09%"
"Feb 97","0.7038","0.7376","0.7393","0.7021","-4.39%"
"Jan 97","0.7361","0.7326","0.7448","0.7136","0.57%"
