"Date","Price","Open","High","Low","Change %"
"Nov 83","1.4630","1.4630","1.4630","1.4630","-2.15%"
"Oct 83","1.4952","1.4952","1.4952","1.4952","-0.17%"
"Sep 83","1.4977","1.4977","1.4977","1.4977","0.25%"
"Aug 83","1.4940","1.4940","1.4940","1.4940","-1.71%"
"Jul 83","1.5200","1.5200","1.5200","1.5200","-0.87%"
"Jun 83","1.5333","1.5333","1.5333","1.5333","-4.20%"
"May 83","1.6005","1.6005","1.6005","1.6005","2.77%"
"Apr 83","1.5573","1.5573","1.5573","1.5573","5.05%"
"Mar 83","1.4825","1.4825","1.4825","1.4825","-1.92%"
"Feb 83","1.5115","1.5115","1.5115","1.5115","-0.57%"
"Jan 83","1.5202","1.5202","1.5202","1.5202","-6.04%"
"Dec 82","1.6180","1.6180","1.6180","1.6180","-0.86%"
"Nov 82","1.6320","1.6320","1.6320","1.6320","-2.68%"
"Oct 82","1.6770","1.6770","1.6770","1.6770","-1.03%"
"Sep 82","1.6945","1.6945","1.6945","1.6945","-1.51%"
"Aug 82","1.7205","1.7205","1.7205","1.7205","-1.01%"
"Jul 82","1.7380","1.7380","1.7380","1.7380","0.14%"
"Jun 82","1.7355","1.7355","1.7355","1.7355","-3.10%"
"May 82","1.7910","1.7910","1.7910","1.7910","-0.20%"
"Apr 82","1.7945","1.7945","1.7945","1.7945","0.76%"
"Mar 82","1.7810","1.7810","1.7810","1.7810","-2.14%"
"Feb 82","1.8200","1.8200","1.8200","1.8200","-2.91%"
"Jan 82","1.8745","1.8745","1.8745","1.8745","-1.90%"
"Dec 81","1.9109","1.9109","1.9109","1.9109","-2.51%"
"Nov 81","1.9600","1.9600","1.9600","1.9600","6.21%"
"Oct 81","1.8454","1.8454","1.8454","1.8454","1.92%"
"Sep 81","1.8106","1.8106","1.8106","1.8106","-1.89%"
"Aug 81","1.8454","1.8454","1.8454","1.8454","-0.15%"
"Jul 81","1.8481","1.8481","1.8481","1.8481","-4.66%"
"Jun 81","1.9384","1.9384","1.9384","1.9384","-6.38%"
"May 81","2.0704","2.0704","2.0704","2.0704","-3.48%"
"Apr 81","2.1450","2.1450","2.1450","2.1450","-4.34%"
"Mar 81","2.2422","2.2422","2.2422","2.2422","1.77%"
"Feb 81","2.2031","2.2031","2.2031","2.2031","-7.25%"
"Jan 81","2.3753","2.3753","2.3753","2.3753","-0.69%"
"Dec 80","2.3918","2.3918","2.3918","2.3918","1.41%"
"Nov 80","2.3585","2.3585","2.3585","2.3585","-3.23%"
"Oct 80","2.4372","2.4372","2.4372","2.4372","2.05%"
"Sep 80","2.3883","2.3883","2.3883","2.3883","-0.24%"
"Aug 80","2.3941","2.3941","2.3941","2.3941","2.13%"
"Jul 80","2.3441","2.3441","2.3441","2.3441","-0.54%"
"Jun 80","2.3568","2.3568","2.3568","2.3568","0.49%"
"May 80","2.3452","2.3452","2.3452","2.3452","4.01%"
"Apr 80","2.2548","2.2548","2.2548","2.2548","4.20%"
"Mar 80","2.1640","2.1640","2.1640","2.1640","-4.85%"
"Feb 80","2.2743","2.2743","2.2743","2.2743","0.32%"
"Jan 80","2.2671","2.2671","2.2671","2.2671","1.88%"
"Dec 79","2.2252","2.2252","2.2252","2.2252","1.25%"
"Nov 79","2.1978","2.1978","2.1978","2.1978","5.63%"
"Oct 79","2.0807","2.0807","2.0807","2.0807","-5.52%"
"Sep 79","2.2022","2.2022","2.2022","2.2022","-2.31%"
"Aug 79","2.2543","2.2543","2.2543","2.2543","-0.23%"
"Jul 79","2.2594","2.2594","2.2594","2.2594","4.04%"
"Jun 79","2.1716","2.1716","2.1716","2.1716","4.80%"
"May 79","2.0721","2.0721","2.0721","2.0721","0.16%"
"Apr 79","2.0687","2.0687","2.0687","2.0687","0.11%"
"Mar 79","2.0665","2.0665","2.0665","2.0665","2.15%"
"Feb 79","2.0231","2.0231","2.0231","2.0231","1.56%"
"Jan 79","1.9920","1.9920","1.9920","1.9920","-2.39%"
"Dec 78","2.0408","2.0408","2.0408","2.0408","4.96%"
"Nov 78","1.9444","1.9444","1.9444","1.9444","-6.81%"
"Oct 78","2.0864","2.0864","2.0864","2.0864","5.70%"
"Sep 78","1.9739","1.9739","1.9739","1.9739","1.64%"
"Aug 78","1.9421","1.9421","1.9421","1.9421","0.62%"
"Jul 78","1.9301","1.9301","1.9301","1.9301","3.74%"
"Jun 78","1.8605","1.8605","1.8605","1.8605","1.75%"
"May 78","1.8285","1.8285","1.8285","1.8285","0.09%"
"Apr 78","1.8268","1.8268","1.8268","1.8268","-1.92%"
"Mar 78","1.8625","1.8625","1.8625","1.8625","-3.82%"
"Feb 78","1.9365","1.9365","1.9365","1.9365","-0.79%"
"Jan 78","1.9520","1.9520","1.9520","1.9520","1.74%"
"Dec 77","1.9186","1.9186","1.9186","1.9186","5.62%"
"Nov 77","1.8165","1.8165","1.8165","1.8165","-1.26%"
"Oct 77","1.8396","1.8396","1.8396","1.8396","5.26%"
"Sep 77","1.7476","1.7476","1.7476","1.7476","0.28%"
"Aug 77","1.7428","1.7428","1.7428","1.7428","0.30%"
"Jul 77","1.7376","1.7376","1.7376","1.7376","1.01%"
"Jun 77","1.7203","1.7203","1.7203","1.7203","0.09%"
"May 77","1.7188","1.7188","1.7188","1.7188","-0.03%"
"Apr 77","1.7194","1.7194","1.7194","1.7194","-0.03%"
"Mar 77","1.7200","1.7200","1.7200","1.7200","0.41%"
"Feb 77","1.7129","1.7129","1.7129","1.7129","-0.12%"
"Jan 77","1.7150","1.7150","1.7150","1.7150","0.76%"
"Dec 76","1.7021","1.7021","1.7021","1.7021","2.98%"
"Nov 76","1.6529","1.6529","1.6529","1.6529","4.22%"
"Oct 76","1.5860","1.5860","1.5860","1.5860","-4.92%"
"Sep 76","1.6681","1.6681","1.6681","1.6681","-6.07%"
"Aug 76","1.7759","1.7759","1.7759","1.7759","-0.46%"
"Jul 76","1.7841","1.7841","1.7841","1.7841","0.00%"
"Jun 76","1.7841","1.7841","1.7841","1.7841","1.43%"
"May 76","1.7590","1.7590","1.7590","1.7590","-4.45%"
"Apr 76","1.8409","1.8409","1.8409","1.8409","-3.87%"
"Mar 76","1.9150","1.9150","1.9150","1.9150","-5.44%"
"Feb 76","2.0251","2.0251","2.0251","2.0251","-0.18%"
"Jan 76","2.0288","2.0288","2.0288","2.0288","0.28%"
"Dec 75","2.0231","2.0231","2.0231","2.0231","0.14%"
"Nov 75","2.0202","2.0202","2.0202","2.0202","-2.79%"
"Oct 75","2.0781","2.0781","2.0781","2.0781","1.72%"
"Sep 75","2.0429","2.0429","2.0429","2.0429","-3.18%"
"Aug 75","2.1101","2.1101","2.1101","2.1101","-1.92%"
"Jul 75","2.1515","2.1515","2.1515","2.1515","-1.51%"
"Jun 75","2.1844","2.1844","2.1844","2.1844","-5.72%"
"May 75","2.3170","2.3170","2.3170","2.3170","-1.50%"
"Apr 75","2.3524","2.3524","2.3524","2.3524","-2.09%"
"Mar 75","2.4027","2.4027","2.4027","2.4027","-1.08%"
"Feb 75","2.4290","2.4290","2.4290","2.4290","2.02%"
"Jan 75","2.3810","2.3810","2.3810","2.3810","1.45%"
"Dec 74","2.3470","2.3470","2.3470","2.3470","0.92%"
"Nov 74","2.3255","2.3255","2.3255","2.3255","-0.43%"
"Oct 74","2.3355","2.3355","2.3355","2.3355","0.13%"
"Sep 74","2.3325","2.3325","2.3325","2.3325","0.70%"
"Aug 74","2.3162","2.3162","2.3162","2.3162","-2.97%"
"Jul 74","2.3870","2.3870","2.3870","2.3870","-0.15%"
"Jun 74","2.3905","2.3905","2.3905","2.3905","-0.23%"
"May 74","2.3960","2.3960","2.3960","2.3960","-1.16%"
"Apr 74","2.4240","2.4240","2.4240","2.4240","1.30%"
"Mar 74","2.3930","2.3930","2.3930","2.3930","3.98%"
"Feb 74","2.3015","2.3015","2.3015","2.3015","0.68%"
"Jan 74","2.2860","2.2860","2.2860","2.2860","-1.57%"
"Dec 73","2.3225","2.3225","2.3225","2.3225","-0.87%"
"Nov 73","2.3430","2.3430","2.3430","2.3430","-3.92%"
"Oct 73","2.4385","2.4385","2.4385","2.4385","1.04%"
"Sep 73","2.4135","2.4135","2.4135","2.4135","-1.81%"
"Aug 73","2.4580","2.4580","2.4580","2.4580","-1.64%"
"Jul 73","2.4990","2.4990","2.4990","2.4990","-3.18%"
"Jun 73","2.5810","2.5810","2.5810","2.5810","0.58%"
"May 73","2.5661","2.5661","2.5661","2.5661","3.10%"
"Apr 73","2.4890","2.4890","2.4890","2.4890","0.55%"
"Mar 73","2.4755","2.4755","2.4755","2.4755","-0.58%"
"Feb 73","2.4900","2.4900","2.4900","2.4900","4.55%"
"Jan 73","2.3817","2.3817","2.3817","2.3817","1.44%"
"Dec 72","2.3480","2.3480","2.3480","2.3480","-0.18%"
"Nov 72","2.3522","2.3522","2.3522","2.3522","0.50%"
"Oct 72","2.3405","2.3405","2.3405","2.3405","-3.27%"
"Sep 72","2.4195","2.4195","2.4195","2.4195","-1.18%"
"Aug 72","2.4483","2.4483","2.4483","2.4483","-0.06%"
"Jul 72","2.4498","2.4498","2.4498","2.4498","0.36%"
"Jun 72","2.4410","2.4410","2.4410","2.4410","-6.58%"
"May 72","2.6130","2.6130","2.6130","2.6130","0.08%"
"Apr 72","2.6110","2.6110","2.6110","2.6110","-0.20%"
"Mar 72","2.6163","2.6163","2.6163","2.6163","0.40%"
"Feb 72","2.6059","2.6059","2.6059","2.6059","0.47%"
"Jan 72","2.5937","2.5937","2.5937","2.5937","1.63%"
"Dec 71","2.5520","2.5520","2.5520","2.5520","2.34%"
"Nov 71","2.4937","2.4937","2.4937","2.4937","0.09%"
"Oct 71","2.4914","2.4914","2.4914","2.4914","0.27%"
"Sep 71","2.4847","2.4847","2.4847","2.4847","1.27%"
"Aug 71","2.4535","2.4535","2.4535","2.4535","1.45%"
"Jul 71","2.4184","2.4184","2.4184","2.4184","-0.05%"
"Jun 71","2.4196","2.4196","2.4196","2.4196","0.07%"
"May 71","2.4178","2.4178","2.4178","2.4178","-0.06%"
"Apr 71","2.4193","2.4193","2.4193","2.4193","0.10%"
"Mar 71","2.4168","2.4168","2.4168","2.4168","0.03%"
"Feb 71","2.4160","2.4160","2.4160","2.4160","-0.06%"
